name,safety,cat,group,year,count,pct,n,grouplab,lower,upper
When walking alone in your local area during the day,Other,Ward,Rose Hill Ward,2019,27,11.5,235,Rose Hill Ward (n= 235),8.01734092215182,16.200171023342342
At public transport stops and stations,'Very safe' or 'safe',Neighbourhood,Keilor Road / Essendon North,2018,72,84.7,85,Keilor Road / Essendon North (n= 85),75.57181632390801,90.83861950546958
At public transport stops and stations,'Very safe' or 'safe',Neighbourhood,Aberfeldie,2018,38,84.4,45,Aberfeldie (n= 45),71.21609112760375,92.25457651524174
At public transport stops and stations,'Very safe' or 'safe',Neighbourhood,Moonee Ponds,2018,101,83.5,121,Moonee Ponds (n= 121),75.84457954318083,89.03771257769046
At public transport stops and stations,'Very safe' or 'safe',Ward,Buckley,2018,234,81.2,288,Buckley (n= 288),76.34177999643553,85.3355432760578
At public transport stops and stations,'Very safe' or 'safe',Neighbourhood,Keilor East,2018,46,80.7,57,Keilor East (n= 57),68.65930975223603,88.86725301994946
At public transport stops and stations,'Very safe' or 'safe',Age group,18-34 years,2018,275,79.9,344,18-34 years (n= 344),75.39008262489791,83.8323000946356
At public transport stops and stations,'Very safe' or 'safe',Gender,Male,2018,387,79.3,488,Male (n= 488),75.4866993575372,82.66211971228104
At public transport stops and stations,'Very safe' or 'safe',Neighbourhood,Avondale Heights,2018,38,79.2,48,Avondale Heights (n= 48),65.74109872738207,88.2697270420944
At public transport stops and stations,'Very safe' or 'safe',Neighbourhood,Strathmore,2018,42,79.2,53,Strathmore (n= 53),66.54225529835209,87.99540197358606
At public transport stops and stations,'Very safe' or 'safe',Overall,Overall (2018),2018,784,77.4,1013,"Overall (2018) (n= 1,013)",74.71739247229709,79.8633875682487
At public transport stops and stations,'Very safe' or 'safe',Age group,50-64 years,2018,164,76.6,214,50-64 years (n= 214),70.52706725446949,81.80456907277053
At public transport stops and stations,'Very safe' or 'safe',Age group,65+ years,2018,140,76.5,183,65+ years (n= 183),69.85409489124017,82.06157768605856
At public transport stops and stations,'Very safe' or 'safe',Ward,Myrnong,2018,324,76.4,424,Myrnong (n= 424),72.14827569044147,80.20756673245873
At public transport stops and stations,'Very safe' or 'safe',Neighbourhood,Essendon,2018,86,76.1,113,Essendon (n= 113),67.46820971379513,83.02756515541621
At public transport stops and stations,'Very safe' or 'safe',Age group,35-49 years,2018,205,75.9,270,35-49 years (n= 270),70.48548788936289,80.63898413284805
At public transport stops and stations,'Very safe' or 'safe',Neighbourhood,Milleara,2018,63,75.9,83,Milleara (n= 83),65.69026394404473,83.82525615884097
At public transport stops and stations,'Very safe' or 'safe',Gender,Female,2018,393,75.6,520,Female (n= 520),71.70547181468545,79.07325054891601
At public transport stops and stations,'Very safe' or 'safe',Ward,Rose Hill,2018,225,75.3,299,Rose Hill (n= 299),70.05954541656963,79.80152730049315
At public transport stops and stations,'Very safe' or 'safe',Neighbourhood,Ascot Vale,2018,79,75.2,105,Ascot Vale (n= 105),66.1896643861123,82.5050155403231
At public transport stops and stations,'Very safe' or 'safe',Neighbourhood,Flemington,2018,131,74,177,Flemington (n= 177),67.08887747873956,79.91361882620245
At public transport stops and stations,'Very safe' or 'safe',Neighbourhood,Niddrie / Essendon West,2018,28,73.7,38,Niddrie / Essendon West (n= 38),57.99115381253364,85.02837874520186
At public transport stops and stations,'Very safe' or 'safe',Neighbourhood,Airport West,2018,43,68.3,63,Airport West (n= 63),55.996468255831424,78.41331334648034
At public transport stops and stations,'Very safe' or 'safe',Neighbourhood,Strathmore Heights,2018,16,64,25,Strathmore Heights (n= 25),44.518497748164876,79.75211922554179
When walking alone in your local area during the day,'Very safe' or 'safe',Neighbourhood,Niddrie / Essendon West,2018,42,97.7,43,Niddrie / Essendon West (n= 43),87.94100655939282,99.88071326886616
When walking alone in your local area during the day,'Very safe' or 'safe',Neighbourhood,Moonee Ponds,2018,120,96,125,Moonee Ponds (n= 125),90.97744468602555,98.27953909280839
When walking alone in your local area during the day,'Very safe' or 'safe',Age group,18-34 years,2018,338,95.8,353,18-34 years (n= 353),93.10816530038963,97.40822286466975
When walking alone in your local area during the day,'Very safe' or 'safe',Neighbourhood,Keilor Road / Essendon North,2018,86,94.5,91,Keilor Road / Essendon North (n= 91),87.77519753271707,97.63049002965734
When walking alone in your local area during the day,'Very safe' or 'safe',Neighbourhood,Avondale Heights,2018,48,94.1,51,Avondale Heights (n= 51),84.07537395119957,97.97933605775351
When walking alone in your local area during the day,'Very safe' or 'safe',Neighbourhood,Ascot Vale,2018,99,93.4,106,Ascot Vale (n= 106),86.99249604256264,96.76458528879637
When walking alone in your local area during the day,'Very safe' or 'safe',Neighbourhood,Aberfeldie,2018,41,93.2,44,Aberfeldie (n= 44),81.77495562977846,97.65406040926182
When walking alone in your local area during the day,'Very safe' or 'safe',Neighbourhood,Essendon,2018,104,92.9,112,Essendon (n= 112),86.53547472690816,96.33640981021094
When walking alone in your local area during the day,'Very safe' or 'safe',Neighbourhood,Milleara,2018,85,92.4,92,Milleara (n= 92),85.11875992283274,96.26564402903846
When walking alone in your local area during the day,'Very safe' or 'safe',Age group,35-49 years,2018,260,92.2,282,35-49 years (n= 282),88.47107320691647,94.79186596990019
When walking alone in your local area during the day,'Very safe' or 'safe',Gender,Female,2018,499,92.2,541,Female (n= 541),89.67222188998394,94.2053892208103
When walking alone in your local area during the day,'Very safe' or 'safe',Gender,Male,2018,463,92.2,502,Male (n= 502),89.5557156972454,94.2650136254366
When walking alone in your local area during the day,'Very safe' or 'safe',Ward,Myrnong,2018,391,92.2,424,Myrnong (n= 424),89.2712312625632,94.40462403832191
When walking alone in your local area during the day,'Very safe' or 'safe',Overall,Overall (2018),2018,966,92.1,1049,"Overall (2018) (n= 1,049)",90.29643120414225,93.57184664550317
When walking alone in your local area during the day,'Very safe' or 'safe',Ward,Rose Hill,2018,301,91.8,328,Rose Hill (n= 328),88.2883516457011,94.28119857678996
When walking alone in your local area during the day,'Very safe' or 'safe',Ward,Buckley,2018,274,91.6,299,Buckley (n= 299),87.94863641403519,94.27260270218089
When walking alone in your local area during the day,'Very safe' or 'safe',Neighbourhood,Keilor East,2018,63,91.3,69,Keilor East (n= 69),82.29850166105781,95.9536378798466
When walking alone in your local area during the day,'Very safe' or 'safe',Age group,50-64 years,2018,202,91,222,50-64 years (n= 222),86.49513287881187,94.09237348533101
When walking alone in your local area during the day,'Very safe' or 'safe',Neighbourhood,Strathmore Heights,2018,26,89.7,29,Strathmore Heights (n= 29),73.6149189092262,96.4185108649323
When walking alone in your local area during the day,'Very safe' or 'safe',Neighbourhood,Flemington,2018,154,89,173,Flemington (n= 173),83.48412270888747,92.85544206301441
When walking alone in your local area during the day,'Very safe' or 'safe',Neighbourhood,Airport West,2018,53,88.3,60,Airport West (n= 60),77.82121197582914,94.23227935994396
When walking alone in your local area during the day,'Very safe' or 'safe',Age group,65+ years,2018,165,85.5,193,65+ years (n= 193),79.83119281188536,89.76796623762941
When walking alone in your local area during the day,'Very safe' or 'safe',Neighbourhood,Strathmore,2018,46,85.2,54,Strathmore (n= 54),73.39988471639411,92.29693686239466
When walking alone in your local area at night,'Very safe' or 'safe',Neighbourhood,Avondale Heights,2018,32,72.7,44,Avondale Heights (n= 44),58.1511269075488,83.65361837615663
When walking alone in your local area at night,'Very safe' or 'safe',Neighbourhood,Moonee Ponds,2018,75,64.1,117,Moonee Ponds (n= 117),55.08968902261645,72.21881943305006
When walking alone in your local area at night,'Very safe' or 'safe',Age group,18-34 years,2018,211,59.6,354,18-34 years (n= 354),54.41633151041325,64.58649734684143
When walking alone in your local area at night,'Very safe' or 'safe',Gender,Male,2018,278,57.4,484,Male (n= 484),52.99153291436765,61.7673603076337
When walking alone in your local area at night,'Very safe' or 'safe',Neighbourhood,Niddrie / Essendon West,2018,22,56.4,39,Niddrie / Essendon West (n= 39),40.975691648669475,70.69524612431037
When walking alone in your local area at night,'Very safe' or 'safe',Neighbourhood,Aberfeldie,2018,24,55.8,43,Aberfeldie (n= 43),41.1076144528241,69.5666901608295
When walking alone in your local area at night,'Very safe' or 'safe',Ward,Buckley,2018,144,52.6,274,Buckley (n= 274),46.64777750854049,58.39106732744022
When walking alone in your local area at night,'Very safe' or 'safe',Neighbourhood,Keilor Road / Essendon North,2018,42,51.2,82,Keilor Road / Essendon North (n= 82),40.59077238820504,61.739104139380075
When walking alone in your local area at night,'Very safe' or 'safe',Age group,35-49 years,2018,136,50,272,35-49 years (n= 272),44.09950665500093,55.90049334499907
When walking alone in your local area at night,'Very safe' or 'safe',Neighbourhood,Essendon,2018,52,49.1,106,Essendon (n= 106),39.7407007851655,58.43849309893538
When walking alone in your local area at night,'Very safe' or 'safe',Neighbourhood,Ascot Vale,2018,51,49,104,Ascot Vale (n= 104),39.6375856482595,58.50784003322597
When walking alone in your local area at night,'Very safe' or 'safe',Overall,Overall (2018),2018,482,48.5,994,Overall (2018) (n= 994),45.39583779628044,51.59767257204442
When walking alone in your local area at night,'Very safe' or 'safe',Ward,Myrnong,2018,199,48,415,Myrnong (n= 415),43.186143557629265,52.75504143206449
When walking alone in your local area at night,'Very safe' or 'safe',Neighbourhood,Strathmore Heights,2018,12,46.2,26,Strathmore Heights (n= 26),28.755853530391217,64.54206125314118
When walking alone in your local area at night,'Very safe' or 'safe',Ward,Rose Hill,2018,139,46,302,Rose Hill (n= 302),40.49026250579899,51.662534537302186
When walking alone in your local area at night,'Very safe' or 'safe',Neighbourhood,Keilor East,2018,28,43.1,65,Keilor East (n= 65),31.759457415639275,55.16702532575414
When walking alone in your local area at night,'Very safe' or 'safe',Neighbourhood,Strathmore,2018,21,42.9,49,Strathmore (n= 49),30.0233190788816,56.72950690998264
When walking alone in your local area at night,'Very safe' or 'safe',Neighbourhood,Milleara,2018,35,40.7,86,Milleara (n= 86),30.929123277851023,51.26172690420929
When walking alone in your local area at night,'Very safe' or 'safe',Gender,Female,2018,203,40.2,505,Female (n= 505),36.01130424203507,44.53273392862712
When walking alone in your local area at night,'Very safe' or 'safe',Neighbourhood,Flemington,2018,70,39.8,176,Flemington (n= 176),32.834779418634085,47.14758936547771
When walking alone in your local area at night,'Very safe' or 'safe',Age group,50-64 years,2018,84,39.6,212,50-64 years (n= 212),33.27958638673035,46.33508067472975
When walking alone in your local area at night,'Very safe' or 'safe',Age group,65+ years,2018,52,33.8,154,65+ years (n= 154),26.773091827608575,41.54955269584369
When walking alone in your local area at night,'Very safe' or 'safe',Neighbourhood,Airport West,2018,18,31.6,57,Airport West (n= 57),21.004287638825247,44.47977469786344
At public transport stops and stations,Other,Neighbourhood,Keilor Road / Essendon North,2018,13,15.3,85,Keilor Road / Essendon North (n= 85),9.16138049453042,24.428183676091976
At public transport stops and stations,Other,Neighbourhood,Aberfeldie,2018,7,15.6,45,Aberfeldie (n= 45),7.745423484758267,28.783908872396264
At public transport stops and stations,Other,Neighbourhood,Moonee Ponds,2018,20,16.5,121,Moonee Ponds (n= 121),10.962287422309549,24.15542045681916
At public transport stops and stations,Other,Ward,Buckley,2018,54,18.8,288,Buckley (n= 288),14.664456723942203,23.658220003564477
At public transport stops and stations,Other,Neighbourhood,Keilor East,2018,11,19.3,57,Keilor East (n= 57),11.132746980050534,31.340690247763952
At public transport stops and stations,Other,Age group,18-34 years,2018,69,20.1,344,18-34 years (n= 344),16.167699905364405,24.609917375102093
At public transport stops and stations,Other,Gender,Male,2018,101,20.7,488,Male (n= 488),17.33788028771896,24.513300642462806
At public transport stops and stations,Other,Neighbourhood,Avondale Heights,2018,10,20.8,48,Avondale Heights (n= 48),11.730272957905596,34.258901272617926
At public transport stops and stations,Other,Neighbourhood,Strathmore,2018,11,20.8,53,Strathmore (n= 53),12.004598026413966,33.457744701647925
At public transport stops and stations,Other,Overall,Overall (2018),2018,229,22.6,1013,"Overall (2018) (n= 1,013)",20.1366124317513,25.282607527702915
At public transport stops and stations,Other,Age group,50-64 years,2018,50,23.4,214,50-64 years (n= 214),18.195430927229463,29.47293274553051
At public transport stops and stations,Other,Age group,65+ years,2018,43,23.5,183,65+ years (n= 183),17.938422313941434,30.14590510875984
At public transport stops and stations,Other,Ward,Myrnong,2018,100,23.6,424,Myrnong (n= 424),19.792433267541277,27.851724309558545
At public transport stops and stations,Other,Neighbourhood,Essendon,2018,27,23.9,113,Essendon (n= 113),16.972434844583788,32.53179028620485
At public transport stops and stations,Other,Age group,35-49 years,2018,65,24.1,270,35-49 years (n= 270),19.361015867151956,29.51451211063712
At public transport stops and stations,Other,Neighbourhood,Milleara,2018,20,24.1,83,Milleara (n= 83),16.174743841159028,34.30973605595528
At public transport stops and stations,Other,Gender,Female,2018,127,24.4,520,Female (n= 520),20.926749451083985,28.294528185314533
At public transport stops and stations,Other,Ward,Rose Hill,2018,74,24.7,299,Rose Hill (n= 299),20.19847269950685,29.94045458343037
At public transport stops and stations,Other,Neighbourhood,Ascot Vale,2018,26,24.8,105,Ascot Vale (n= 105),17.4949844596769,33.8103356138877
At public transport stops and stations,Other,Neighbourhood,Flemington,2018,46,26,177,Flemington (n= 177),20.086381173797538,32.91112252126043
At public transport stops and stations,Other,Neighbourhood,Niddrie / Essendon West,2018,10,26.3,38,Niddrie / Essendon West (n= 38),14.97162125479814,42.00884618746636
At public transport stops and stations,Other,Neighbourhood,Airport West,2018,20,31.7,63,Airport West (n= 63),21.586686653519656,44.003531744168576
At public transport stops and stations,Other,Neighbourhood,Strathmore Heights,2018,9,36,25,Strathmore Heights (n= 25),20.24788077445822,55.481502251835146
When walking alone in your local area during the day,Other,Neighbourhood,Niddrie / Essendon West,2018,1,2.3,43,Niddrie / Essendon West (n= 43),0.11928673113383856,12.058993440607175
When walking alone in your local area during the day,Other,Neighbourhood,Moonee Ponds,2018,5,4,125,Moonee Ponds (n= 125),1.7204609071915913,9.022555313974443
When walking alone in your local area during the day,Other,Age group,18-34 years,2018,15,4.2,353,18-34 years (n= 353),2.591777135330234,6.891834699610391
When walking alone in your local area during the day,Other,Neighbourhood,Keilor Road / Essendon North,2018,5,5.5,91,Keilor Road / Essendon North (n= 91),2.369509970342678,12.224802467282924
When walking alone in your local area during the day,Other,Neighbourhood,Avondale Heights,2018,3,5.9,51,Avondale Heights (n= 51),2.020663942246468,15.924626048800421
When walking alone in your local area during the day,Other,Neighbourhood,Ascot Vale,2018,7,6.6,106,Ascot Vale (n= 106),3.235414711203627,13.007503957437352
When walking alone in your local area during the day,Other,Neighbourhood,Aberfeldie,2018,3,6.8,44,Aberfeldie (n= 44),2.3459395907381624,18.22504437022153
When walking alone in your local area during the day,Other,Neighbourhood,Essendon,2018,8,7.1,112,Essendon (n= 112),3.663590189789059,13.464525273091843
When walking alone in your local area during the day,Other,Neighbourhood,Milleara,2018,7,7.6,92,Milleara (n= 92),3.734355970961541,14.881240077167257
When walking alone in your local area during the day,Other,Age group,35-49 years,2018,22,7.8,282,35-49 years (n= 282),5.208134030099813,11.528926793083523
When walking alone in your local area during the day,Other,Gender,Female,2018,42,7.8,541,Female (n= 541),5.794610779189684,10.327778110016068
When walking alone in your local area during the day,Other,Gender,Male,2018,39,7.8,502,Male (n= 502),5.734986374563397,10.444284302754593
When walking alone in your local area during the day,Other,Ward,Myrnong,2018,33,7.8,424,Myrnong (n= 424),5.595375961678087,10.728768737436797
When walking alone in your local area during the day,Other,Overall,Overall (2018),2018,83,7.9,1049,"Overall (2018) (n= 1,049)",6.428153354496831,9.703568795857741
When walking alone in your local area during the day,Other,Ward,Rose Hill,2018,27,8.2,328,Rose Hill (n= 328),5.71880142321005,11.711648354298898
When walking alone in your local area during the day,Other,Ward,Buckley,2018,25,8.4,299,Buckley (n= 299),5.7273972978191034,12.051363585964806
When walking alone in your local area during the day,Other,Neighbourhood,Keilor East,2018,6,8.7,69,Keilor East (n= 69),4.046362120153399,17.701498338942177
When walking alone in your local area during the day,Other,Age group,50-64 years,2018,20,9,222,50-64 years (n= 222),5.907626514668999,13.504867121188122
When walking alone in your local area during the day,Other,Neighbourhood,Strathmore Heights,2018,3,10.3,29,Strathmore Heights (n= 29),3.581489135067705,26.385081090773806
When walking alone in your local area during the day,Other,Neighbourhood,Flemington,2018,19,11,173,Flemington (n= 173),7.144557936985575,16.51587729111253
When walking alone in your local area during the day,Other,Neighbourhood,Airport West,2018,7,11.7,60,Airport West (n= 60),5.767720640056032,22.178788024170856
When walking alone in your local area during the day,Other,Age group,65+ years,2018,28,14.5,193,65+ years (n= 193),10.232033762370596,20.168807188114645
When walking alone in your local area during the day,Other,Neighbourhood,Strathmore,2018,8,14.8,54,Strathmore (n= 54),7.703063137605342,26.600115283605884
When walking alone in your local area at night,Other,Neighbourhood,Avondale Heights,2018,12,27.3,44,Avondale Heights (n= 44),16.34638162384338,41.84887309245119
When walking alone in your local area at night,Other,Neighbourhood,Moonee Ponds,2018,42,35.9,117,Moonee Ponds (n= 117),27.781180566949953,44.91031097738355
When walking alone in your local area at night,Other,Age group,18-34 years,2018,143,40.4,354,18-34 years (n= 354),35.413502653158574,45.58366848958675
When walking alone in your local area at night,Other,Gender,Male,2018,206,42.6,484,Male (n= 484),38.23263969236629,47.00846708563234
When walking alone in your local area at night,Other,Neighbourhood,Niddrie / Essendon West,2018,17,43.6,39,Niddrie / Essendon West (n= 39),29.304753875689638,59.024308351330525
When walking alone in your local area at night,Other,Neighbourhood,Aberfeldie,2018,19,44.2,43,Aberfeldie (n= 43),30.43330983917051,58.892385547175905
When walking alone in your local area at night,Other,Ward,Buckley,2018,130,47.4,274,Buckley (n= 274),41.608932672559796,53.3522224914595
When walking alone in your local area at night,Other,Neighbourhood,Keilor Road / Essendon North,2018,40,48.8,82,Keilor Road / Essendon North (n= 82),38.26089586061991,59.409227611794954
When walking alone in your local area at night,Other,Age group,35-49 years,2018,136,50,272,35-49 years (n= 272),44.09950665500093,55.90049334499907
When walking alone in your local area at night,Other,Neighbourhood,Essendon,2018,54,50.9,106,Essendon (n= 106),41.56150690106461,60.25929921483449
When walking alone in your local area at night,Other,Neighbourhood,Ascot Vale,2018,53,51,104,Ascot Vale (n= 104),41.49215996677402,60.36241435174049
When walking alone in your local area at night,Other,Overall,Overall (2018),2018,512,51.5,994,Overall (2018) (n= 994),48.40232742795558,54.604162203719554
When walking alone in your local area at night,Other,Ward,Myrnong,2018,216,52,415,Myrnong (n= 415),47.24495856793552,56.81385644237073
When walking alone in your local area at night,Other,Neighbourhood,Strathmore Heights,2018,14,53.8,26,Strathmore Heights (n= 26),35.45793874685879,71.24414646960876
When walking alone in your local area at night,Other,Ward,Rose Hill,2018,163,54,302,Rose Hill (n= 302),48.33746546269781,59.50973749420102
When walking alone in your local area at night,Other,Neighbourhood,Keilor East,2018,37,56.9,65,Keilor East (n= 65),44.83297467424587,68.24054258436072
When walking alone in your local area at night,Other,Neighbourhood,Strathmore,2018,28,57.1,49,Strathmore (n= 49),43.27049309001736,69.9766809211184
When walking alone in your local area at night,Other,Neighbourhood,Milleara,2018,51,59.3,86,Milleara (n= 86),48.7382730957907,69.070876722149
When walking alone in your local area at night,Other,Gender,Female,2018,302,59.8,505,Female (n= 505),55.467266071372876,63.98869575796494
When walking alone in your local area at night,Other,Neighbourhood,Flemington,2018,106,60.2,176,Flemington (n= 176),52.852410634522286,67.16522058136593
When walking alone in your local area at night,Other,Age group,50-64 years,2018,128,60.4,212,50-64 years (n= 212),53.66491932527025,66.72041361326966
When walking alone in your local area at night,Other,Age group,65+ years,2018,102,66.2,154,65+ years (n= 154),58.45044730415631,73.22690817239142
When walking alone in your local area at night,Other,Neighbourhood,Airport West,2018,39,68.4,57,Airport West (n= 57),55.52022530213655,78.99571236117475
